종류,규칙,답변
질병,포도막염이유|포도막염원인,외상이나 주위의 염증 등의 원인이 있는데 대부분은 원인이 확실하지 않다. 아키타견에게는 원전병이라는 유전병이 있는데 포도막염이나 백내장을 일으킨다.
질병,백내장이유|백내장원인,"대개는 노화에 의한 것으로 평균적으로 6세를 넘긴 시점부터 서서히 증상이 진행된다. 외상이나 당뇨병, 내분비 이상 등이 원인이 되는 경우도 있다. 약년성은 유전에 의한 것으로 보인다."
질병,녹내장이유|녹내장원인,안압이 상승하여 시신경을 압박하면서 장애가 발생한다. 유전에 의한 것이 많은데 포도막염이나 종양 등의 질병이 원인인 경우도 있다.
질병,망막박리이유|망막박리원인,"콜리 등에서는 유전에 의해 선천적으로 발행하는 일이 많다. 그 밖에는 망막과 맥락막 사이에 염증이 생겨 발병하거나, 유리체가 변형되어 일어나거나 사고 등으로 두부에 받은 충격이 원인이 되기도 한다."
질병,안구탈출이유|안구탈출원인,"머리나 몸에 강한 충격을 받으면 눈이 튀어나오게 된다. 특히 시추나 퍼그, 불독 등의 단두종은 작은 충격에도 탈출이 일어나는 일이 흔하다."
질병,이혈종이유|이혈종원인,외이염의 가려움 때문에 귀를 긁거나 머리를 세게 흔들거나 할 때 혈관이 터지면서 혈액이나 액체가 쌓여서 일어난다. 상처나 알레르기가 원인이 되어 발병하기도 한다.
질병,외이염이유|외이염원인,"외이도의 귀지에 세균이나 곰팡이 등이 번식해서 염증이 생기는 것이 일반적인데, 풀이나 곤충, 샴푸 등이 귀로 들어가거나 아토피 등의 알레르기도 원인이 된다. 귀옴벌레라는 미세한 진드기나 마라세티아라는 효모균이 원인인 경우도 있다. 화농균이 항생제로 퇴치된 후에 균교대증이 나타나 효모균이 증식하기도 한다."
질병,중이염이유|중이염원인,원인은 외이염과 거의 동일한데 외이의 염증이 번져서 일어난다. 중이의 고실까지 염증이 일어나 고름이 쌓이기도 한다.
질병,내이염이유|내이염원인,"일반적으로 외이염에서 중이염으로, 중이염에서 내이염으로 발전한다."
질병,치주질환이유|치주질환원인,입안을 불결하게 관리하면 치구가 쌓이고 곧 치석이 낀다. 치구 안에 있는 세균이 치주 질환을 일으킨다. 치구나 치석을 방치하면 치주 질환이 악화된다.
질병,치근첨주위농양이유|치근첨주위농양원인,"치주 질환이 심해져서 일어나거나, 이빨이 부러지거나 빠져서 치수가 노출되면 치근 주위가 세균에 감염되면서 일어난다."
질병,애나멜질형성부전이유|애나멜질형성부전원인|애나멜질이유|에나멜질이유|애나멜질원인|에나멜질원인,"영구치의 애나멜질이 형성되는 생후 1~4개월 무렵에 홍역 등의 감염증, 영양장애, 약물섭취 등으로 인해 충분하게 발달하지 못해서 일어난다."
질병,구내염이유|구내염원인,"개는 이물질을 씹는 버릇이 있는데 이빨 사이에 나뭇조각이나 뼛조각 등의 이물이 끼어서 발생한다. 그 밖에 약품이나 화상, 바이러스나 세균 등의 감염, 비타민 부족 등 다양한 원인을 유추할 수 있다."
질병,구강종양이유|구강종양원인,유전 외에 입안의 위생 상태나 자극도 원인이 되는 것으로 보인다.
질병,자궁축농증이유|자궁축농증원인,출산 경험이 없는 개나 한 번만 출산한 개가 걸리기 쉽다. 발정기에는 세균이 침입하기 쉽기 때문에 발정기 이후에 많이 발병한다는 특징이 있다. 감염에 대한 저항력이 약해져 있으면 세균이 번식하고 화농화가 일어난다.
질병,질탈이유|질탈원인,"분만 시의 과도한 진통이나 교배시의 충격, 변비로 인한 복압 등도 원인이 된다."
질병,난소종양이유|난소종양원인,"양성 과립막세포종 외에 선종, 선암, 난포막세포종 등이 있다. 다른 종양과 마찬가지로 유전이나 환경에 의해 일어난다."
질병,유선염이유|유선염원인,"새끼에 의해 외상이 생겼거나 위생상태가 좋지 않은 것이 원인이며, 세균에 감염되어 발생한다. 젖이 다량 분비되는 것이 원인이 되는 경우도 있다."
질병,유선종양이유|유선종양원인,최초의 발정 전인 생후 6개월령 정도 사이에 중성화 수술을 받은 경우에는 발생률이 1% 이하라는 보고가 있다. 또 수술을 받은 연령에 따라 발생률이 다르기 때문에 분명 난소의 기능이 발병에 관여하고 있는 것으로 보인다.
질병,정유정소이유|정유정소원인,유전에 의한 것으로 보인다. 굳이 따지자면 소형견에게 많이 보인다.
질병,정소종양이유|정소종양원인,다른 종양과 마찬가지로 원인은 잘 알려져 있지 않다. 양성이 대부분이다.
질병,전립선비대이유|전립선비대원인,쇠약한 정소에서 정소호르몬이 제대로 분비되지 않아 밸런스가 무너지면서 일어나는 것으로 보인다.
질병,전립선염이유|전립선염원인,요도로 침입한 대장균이나 포도구균 등의 세균이 전립선에 침입하여 감염되어 일어난다.
질병,전립선농양이유|전립선농양원인,전립선염이나 전립선 비대에 요로감염증이 추가되면서 발생하는 것으로 보인다.
질병,전립선농포이유|전립선농포원인,전립선 비대나 전립선염에 의해 전립선의 분비액이 배설되지 못하게 되기 때문에 조직 안에 공포가 생겨 분비액에 쌓이게 되어 발생한다.
질병,승모판폐쇄부전케어방법|승모판폐쇄부전주의,"나이를 먹으면서 발생하는 질병이기 때문에 완치는 불가능하다. 혈관확장제, 이뇨제, 강심제 등을 사용해 몸의 부담을 덜어준다. 조기발견, 조기치료가 장수의 비결이다. 기침이 나오거나 5살을 넘기면 검사를 받아보자. 원칙적으로 식사는 염분을 제한해야 하며, 심장병용 치료식으로 바꿔주는 것이 좋다."
질병,심근증케어방법|심근증주의,혈관확장제나 이뇨제 등으로 질병을 완화시키는 치료를 한다. 내복약은 장기적으로 복용해야 하는데 부작용을 걱정할 필요는 없다. 식이요법을 통해 질병의 진행을 억제시킨다.
질병,심장사상충증케어방법|심장사상충증주의,"모기가 발생하는 지역에서는 현재도 감염될 소지가 있는 질병이다. 심장사상충증은 예방이 가장 중요한데, 벌레가 침입해도 예방약으로 구제할 수 있기 때문이다. 모기가 나오기 1개월 전부터 모기가 사라지는 1개월 후까지 적당량의 예방약을 먹인다. 치료는 성충이 기생해서 기침이나 복수 등의 증상이 나타날 때에는 증상을 완화시키기 위한 대증요법을 하는데, 심장 등에 기생한 심장사상충의 살충치료는 부작용을 동반하는 일이 적지 않다."
질병,동맥관개존증케어방법|동맥관개존증주의,"증상을 완화시키는 치료를 한 후에, 상태가 안정되면 전문의에게 수술을 받을 수 있다."
질병,폐동맥협착증케어방법|폐동맥협착증주의,경도인 경우에는 증상을 완화시키는 치료를 하면서 상태를 살펴볼 수 있지만 심해지면 전문가에게 수술을 받아야 한다.
질병,심실심방중격결손증케어방법|심실심방중격결손증주의|심실중격결손증케어방법|심방중격결손증주의,"무증상인 경우에는 특별히 치료할 필요가 없지만, 중증인 경우에는 증상에 따른 치료를 하면 되는데 간혹 꼭 수술을 해야 하는 경우도 있다."
질병,부정맥케어방법|부정맥주의,"원인이 되는 질병을 치료한다. 증상이 가벼운 경우에는 항부정맥제 등을 쓰면 되지만, 긴급히 치료해야 하는 경우도 있다."
질병,빈혈케어방법|빈혈주의,"원인에 따라 치료 방법이 다르다. 컨디션에 따라서는 수액을 맞히고, 중증일 때에는 수혈을 받기도 한다. 용혈성 빈혈은 중독에 의해 발생하는 일도 많기 때문에 개에게 독성이 있는 음식물을 주면 안 되며, 살충제, 세제 등 관리에 신경 써야 한다."
질병,혈소판감소증케어방법|혈소판감소증주의,"완치는 불가능하지만 치료에 따라 증상을 완화시킬 수는 있다. 빈혈이 심할 때에는 수혈을 하는 것이 좋지만, 혈액형이 적합하고 혈액을 제공하는 개가 가까이 있어야만 가능하다. 치료는 장기간에 걸쳐 진행되는 경우가 종종 있다."
질병,바베시아증케어방법|바베시아증주의,빈혈이나 황달의 치료 외에 항원충제를 투여한다. 재발이 많은 질병이므로 완치시키는 것이 중요하다. 참진드기가 기생하지 않도록 정기적으로 살충제를 주변에 살포하는 것이 예방대책이다.
질병,비염케어방법|비염주의,항생물질이나 소염제를 투여한다. 원인이 어금니의 치조농루인 경우에는 그것을 치료해야 한다. 이물질에 의한 비염인 경우에는 세정하거나 제거한다. 가정에서는 냉기에 노출되지 않도록 따뜻하게 해주고 콧물이나 눈곱을 닦아 청결히 한다.
질병,부비강염케어방법|부비강염주의,비염과 마찬가지로 소염제나 항생물질을 투여한다. 심한 경우에는 튜브 등을 통해 부비강을 세정하는 방법도 있다. 코나 이빨 등의 염증은 일찌감치 치료하여 만성화하지 않도록 한다.
질병,인두염케어방법|인두염주의,항생물질이나 소염제를 투여한다. 흡입기로 치료하는 경우도 있다. 가정에서는 환기를 자주 시키고 따뜻하게 해준다.
질병,연구개과장증케어방법|연구개과장증주의,호흡곤란을 일으키는 경우에는 긴급히 산소흡입하고 소염제를 투여하여 경과를 지켜본다. 근본적으로는 내려간 연구개를 절제하는 수술이 필요하다.
질병,기관허탈케어방법|기관허탈주의,"기침을 부드럽게 하기 위한 치료나 호흡곤란, 청색증에 대한 처치를 한다. 경우에 따라서는 기관을 확장하는 정형수술이 필요하다. 가정에서는 특히 여름에는 집안이 너무 덥지 않게 신경 쓰고 가능한 안정을 유지시킨다. 소형견이나 단두종에게 많은 질병이므로 그런 견종들은 비만을 개선해야 한다."
질병,기관지염케어방법|기관지염주의,"항생물질 외에 진해제, 거담제, 소염제 등을 투여한다. 필요에 따라 흡입요법을 하는 경우도 있다. 가정에서는 산책이나 운동은 피하고 안정시킨다. 목에 자극을 주지 않도록 보습, 환기에 신경 쓴다."
질병,폐렴케어방법|폐렴주의,"항생물질 외에 진핵제, 거담제, 소염제 등을 투여한다. 중증인 경우에는 산소흡입이 필요하다. 가정에서는 안정을 유지시키고, 공기의 환기나 온도에 신경 쓴다."
질병,폐수종케어방법|폐수종주의,호흡을 도와주는 산소흡입이나 폐에 고인 물기를 제거하기 위한 이뇨제 등을 투여한다. 염증이나 심장에 대한 약을 처방하기도 한다. 가정에서는 운동을 제한하고 안정을 유지시킨다. 식사는 염분과 나트륨을 삼간다.
